month,day,year,day_of_year,date,zone,type_of_site,site number1,number_of_visit,site,Latitude,Longitude,Elevation,Net_open,Net_close,Rain_time,Net_no,Temperature,Wind,Cloud,Bander_ID,Band,Species,Sex,Plumage,Beak_length,Beak_depth,Beak_width,Head_length,Head_depth,Head_width,Tarsus,Wing,Mass,Pox_IUR,Pox_scale,pox_size_lesion,Fecal,Philornis,Slide,Swab,Feather,Blood,Recaptured,Notes,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,IG,SM921,PET,U,NA,9.07,NA,NA,31.29,NA,NA,18.25,61,NA,U,NA,NA,0,A,0,0,0,0,1,brood patch,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,IG,SM258,PET,F,NA,9.32,NA,NA,31.49,NA,NA,18.31,64,NA,U,NA,NA,0,A,0,0,0,1,0,Missing 1 toe,brood patch,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM1379,FOR,F,NA,12.48,11.52,7.6,32.67,15.83,12.8,18.3,67,9.82,R,NA,NA,1,A,0,0,1,1,0,Juvenile,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM922,FUL,F,NA,9.85,7.61,6,29.64,13.82,10.92,16.69,60,13.83,U,NA,NA,1,B,0,0,1,1,0,Thick blood,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM923,FUL,F,NA,10.05,7.25,5.56,28.17,11.4,11.74,18.08,59,13.75,I,A,3.69,1,B,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM924,FUL,F,NA,9.44,7.94,5,27.55,13.1,11.28,15.92,59,13.94,U,NA,NA,1,B,0,1,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM925,PAR,M,3,8.87,7.06,5.25,27.75,12.53,10.93,18.24,63,12.06,U,NA,NA,1,A,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM926,FUL,M,4,9.41,6.97,5.42,27.69,12.7,12.24,17.6,65,15.84,U,NA,NA,1,A,0,0,1,1,0,Juvenile,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM927,PET,U,NA,9.69,NA,NA,32.06,NA,NA,18.02,64,13.38,U,NA,NA,1,A,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM928,FUL,F,NA,8.53,7.25,5.29,27.65,12.15,10.57,16.95,59,14.47,U,NA,NA,1,B,0,0,1,0,0,JUVENILE,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM929,PET,U,NA,9.02,NA,NA,32.48,NA,NA,18.95,62,11.42,U,NA,NA,1,A,0,0,1,1,0,Juvenile,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,NO ANILLADO,PET,U,NA,9.55,NA,NA,31.06,NA,NA,17.49,60,11.89,U,NA,NA,1,B,0,0,1,1,0,Missing 2 toes on one foot,red poop,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM930,FUL,F,NA,9.72,7.22,5.77,28.12,11.48,12.09,17.06,60,13.76,R,NA,NA,1,A,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM931,FUL,M,4,9.04,7.32,5.7,26.78,13.36,12.01,16.66,62,12.14,U,NA,NA,1,A,0,0,1,1,0,Green poop,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM932,PAR,F,NA,8.18,6.45,5.23,26.29,11.63,11.11,16.85,55,11.24,U,NA,NA,1,A,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM933,FUL,F,NA,9.55,7.09,5.45,27.95,13.52,11.11,16.47,61,13.1,U,NA,NA,1,B,0,0,1,0,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM934,PET,F,NA,10.06,NA,NA,31.82,NA,NA,18.58,60,12.92,U,NA,NA,1,A,0,0,0,1,0,Juvenile,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM935,PET,U,NA,10.22,NA,NA,30.32,NA,NA,18.44,59,10.13,U,NA,NA,1,A,0,0,0,0,0,Recently a juvenile,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM936,PET,U,NA,10.8,NA,NA,31.22,NA,NA,20.18,65,12.65,U,NA,NA,1,A,0,0,0,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM937,PET,M,NA,10.15,NA,NA,32.4,NA,NA,15.26,62,13.23,U,NA,NA,1,A,0,0,0,0,0,Juvenile,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM938,PET,U,NA,10.27,NA,NA,30.3,NA,NA,18.47,62,12.15,U,NA,NA,1,A,0,0,0,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM939,PET,M,NA,10.13,NA,NA,32.27,NA,NA,16.64,67,12.2,U,NA,NA,1,A,0,0,0,1,0,PUrple poop,Pox: 2 toes,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM940,FUL,F,NA,10.82,6.95,5.21,28.64,12.39,11.69,18.64,62,12.34,I,C,4.24,1,A,0,1,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM941,FUL,M,3,9.5,7.93,6.24,27.42,12.62,11.74,15.58,61,13.75,U,NA,NA,1,B,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM942,FUL,F,NA,9.67,7.08,5.86,28.61,12.6,12.19,16.98,60,13.38,U,NA,NA,1,A,0,0,1,1,0,Missing 1 toe,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM943,FUL,F,NA,9.85,7.38,5.77,27.99,12.71,10.87,17.49,60,12.94,R,NA,NA,1,A,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM944,FUL,F,NA,10.53,7.48,5.65,28.29,12.98,11.08,15.68,61,13.77,U,NA,NA,1,B,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM945,FUL,M,3,10.25,7.96,5.87,29.61,13.2,11.96,15.76,60,14.96,U,NA,NA,1,A,0,0,1,1,0,brood patch,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM946,FUL,F,NA,9.99,7.62,6.17,27.39,11.6,10.81,17.76,60,12.81,U,NA,NA,1,B,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM947,FUL,M,3,10.41,7.61,5.65,28.38,11.58,12.09,18.13,57,14.05,U,NA,NA,1,A,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM948,FUL,F,NA,9.25,6.93,5.57,27.72,13,12.41,16.46,59,13.23,U,NA,NA,1,A,0,0,1,1,0,Missing 1 toe,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM1380,PSI,M,5,10.97,9.8,8.02,30.34,14.14,13.87,19.33,69,17.31,R,NA,NA,1,A,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM949,FUL,M,4,9.94,7.77,6.07,29.25,12.63,12.11,17.29,60,14.59,U,NA,NA,1,A,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM950,FUL,F,NA,9.6,7.22,5.45,28.77,12.04,11.83,16.87,61,13.21,U,NA,NA,1,A,0,0,1,1,0,,,,
5,31,2022,151,31-May-22,Occidente,Agricola,1,4,Kelvin Gaona,-0.7124518,-90.3583274,120,6:30,8:30,0:00,4,25.5,0.5,Overcast,YT,SM951,FUL,M,5,9.48,6.99,5.41,27.85,13.71,12.92,16.32,63,13.61,U,NA,NA,1,A,0,0,1,1,0,,,,
6,1,2022,152,1-Jun-22,Santa Rosa,Bosque,1,4,Los Gemelos,-0.6238065,-90.3845436,610,6:20,10:00,0:00,4,21.4,0,Overcast + rainy/garua,IG,SM952,OLI,U,NA,7.36,4.11,3.65,27.7,9.79,12.12,17.47,55,8.95,U,NA,NA,1,B,0,0,1,1,0,brood patch,Narina muy tapada,,
6,1,2022,152,1-Jun-22,Santa Rosa,Bosque,1,4,Los Gemelos,-0.6238065,-90.3845436,610,6:20,10:00,0:00,4,21.4,0,Overcast + rainy/garua,IG,SM953,OLI,F,NA,7.36,4.39,3.81,28.46,10.37,12.45,18.2,52,10.18,U,NA,NA,1,B,0,0,1,1,0,,,,
6,1,2022,152,1-Jun-22,Santa Rosa,Bosque,1,4,Los Gemelos,-0.6238065,-90.3845436,610,6:20,10:00,0:00,4,21.4,0,Overcast + rainy/garua,IG,SM954,OLI,F,NA,8.25,3.93,3.89,28.81,9.65,12.29,19.42,52,11.26,U,NA,NA,1,A,0,0,1,1,0,,,,
6,1,2022,152,1-Jun-22,Santa Rosa,Bosque,1,4,Los Gemelos,-0.6238065,-90.3845436,610,6:20,10:00,0:00,4,21.4,0,Overcast + rainy/garua,IG,SM955,OLI,M,NA,7.93,4.02,3.78,28.51,9.39,12.22,18.21,53,10.71,U,NA,NA,1,A,0,0,1,0,1,,,,
6,1,2022,152,1-Jun-22,Santa Rosa,Bosque,1,4,Los Gemelos,-0.6238065,-90.3845436,610,6:20,10:00,0:00,4,21.4,0,Overcast + rainy/garua,IG,SM232,OLI,U,NA,7.2,4.07,3.41,28.07,9.11,11.75,18.62,51,10.36,U,NA,NA,1,A,0,0,1,1,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM956,FUL,F,NA,8.5,7,5.7,27.4,12.5,12.7,15.5,59,13.27,U,NA,NA,1,A,0,0,1,1,0,Missing 1 toe,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM957,PAR,F,NA,7.6,6.9,5,25.7,13.7,13.2,19.1,62,10.96,R,NA,NA,0,A,0,0,1,1,0,Missing part of one toe,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM958,PAR,M,5,7.1,6.9,5.4,25.8,12.4,13.1,19.5,61,9.36,R,NA,NA,1,B,0,0,1,0,0,brood patch,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM959,FUL,F,NA,8.3,8,5.2,7.1,13.7,12.2,18.2,60,11.06,U,NA,NA,1,A,0,0,1,1,0,Wound is closing,Recovered too - MISSING 1 TOE,POX VERY RECENTLY - ALMOST RECOVERED,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM960,FUL,F,NA,8.9,6.9,6,27.9,14.9,11.9,17.7,59,13.67,I,A,2,1,B,0,1,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM961,FUL,F,NA,8.2,6.5,5.5,27.6,11.6,12.9,16.7,55,13.44,U,NA,NA,1,A,0,1,1,1,0,Missing 3 toes,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM962,FUL,F,NA,8.6,6.6,5.1,27.4,11.6,12.8,17.3,58,12.88,R,NA,NA,1,A,0,1,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM963,FUL,F,NA,8.6,7.4,4.8,27.1,12.7,11.9,18.5,60,14.19,U,NA,NA,1,A,0,0,1,1,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM964,FUL,M,5,9,8.1,5.9,28,11.6,12.1,20,60,14.7,U,NA,NA,1,A,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM965,FUL,F,NA,8,7.3,6.1,27.1,12.4,13.2,19.4,58,13.58,U,NA,NA,1,B,0,0,1,0,0,brood patch,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM966,FUL,F,NA,8.4,7.1,5.5,28.1,12.9,11.6,18.1,59,13.78,U,NA,NA,1,A,0,0,1,1,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM967,PAR,F,NA,7.6,6.4,4.6,26.7,11.2,13.15,16.6,61,12.45,U,NA,NA,1,A,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM968,FUL,F,NA,8.7,7,5.2,27.4,11.7,12.6,16.35,58,15.45,U,NA,NA,1,B,0,0,1,1,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM969,FUL,F,NA,8,6.8,6.65,26.85,11.1,13.5,16.8,61,12.52,U,NA,NA,1,A,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM970,FUL,F,NA,8.65,7.05,5,28.7,12.3,13.1,17.2,62,14.74,U,NA,NA,1,A,0,0,1,0,0,Missing 1 toe,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM971,FUL,F,NA,8.75,7.55,5.05,29.1,11.7,13.6,17.2,61,14.73,R,NA,NA,1,A,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM972,FUL,F,NA,8.5,7.1,5.4,28.75,11.5,13,16.8,61,13.7,U,NA,NA,1,A,0,0,1,0,0,Missing 1 toe + 1 toe on other foot crooked,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM973,FUL,M,3,8.75,7.85,4.95,28.6,12.25,14.2,17.5,65,15.19,R,NA,NA,1,A,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM974,FUL,F,NA,8.23,7.15,4.81,27.34,11.7,11.67,15.9,56,12.58,U,NA,NA,1,A,0,0,1,0,0,Missing 1 toe of one foot and 2 of other foot,brood patch,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM975,FUL,F,NA,7.71,6.74,4.94,28.44,11.68,12.97,17.33,60,12.45,R,NA,NA,1,B,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM976,FUL,F,NA,8.59,7.33,4.92,28.42,11.64,12.9,16.76,59,13.32,U,NA,NA,1,A,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM977,FUL,M,5,8.92,7.47,4.97,29.03,12.24,13.68,17.69,63,14.72,U,NA,NA,1,A,0,0,1,1,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM978,MYI,U,NA,11.19,NA,NA,37.75,NA,NA,18.66,64,14.85,U,NA,NA,1,A,0,0,1,1,1,1 toe with pox,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM405,FUL,M,4,9.01,7.58,5.17,29.16,12.24,13.98,18.29,64,15.26,I,A,2.21,1,A,0,1,1,1,0,Missing 2 toes on one foot,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM979,PAR,M,5,7.89,6.76,4.52,26.87,10.23,12.88,18.56,65,12.41,R,NA,NA,1,A,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM980,MYI,U,NA,11.72,NA,NA,39,NA,NA,19.7,69,14.47,U,NA,NA,1,A,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM981,MYI,U,NA,11.47,NA,NA,38.56,NA,NA,18.86,71,15.08,U,NA,NA,1,A,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,SM982,FUL,M,5,8.66,8.12,5.16,28.56,11.31,13.78,17.32,63,15.78,U,NA,NA,1,A,0,0,1,1,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,DC791,MELA,U,NA,15.7,NA,NA,31.9,NA,NA,27.1,11.7,44.8,U,NA,NA,1,A,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM983,FUL,F,NA,8.45,6.79,5.01,27.91,11.26,12.32,20.21,59,13.68,U,NA,NA,0,A,0,1,1,1,0,Missing 1 toe on each foot,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,DL,SM1381,FOR,M,2,12.78,10.66,8.7,33.87,16.03,15.78,21.53,73,23.82,R,NA,NA,1,A,0,0,1,0,0,,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,NO ANILLADO,MYI,U,NA,11.25,NA,NA,37.97,NA,NA,20.34,62,15.04,U,NA,NA,1,A,0,0,1,1,0,Killed,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,ANI6?,ANI,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,A,0,0,0,1,0,Killed,,,
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,6:15,10:00,0:00,4,23.7,0.3,Overcast,IG,ANI7?,ANI,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,NA,NA,1,A,0,0,0,0,0,,,,
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:10,0:00,4,21.5,0.3,Overcast,YT,SM684,PET,M,NA,9.55,NA,NA,32.14,NA,NA,20,68,12.52,U,NA,NA,1,A,0,0,1,1,0,Missing 1 toe,,,
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:10,0:00,4,21.5,0.3,Overcast,YT,SM984,FUL,F,NA,9.78,7.56,5.55,28.84,12.86,11.98,18.8,62,15.1,R,NA,NA,1,A,0,1,1,0,0,,,,
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:10,0:00,4,21.5,0.3,Overcast,YT,SM985,FUL,F,NA,9.82,7.38,5.4,27.37,12.65,11,16.75,59,12.98,U,NA,NA,1,B,0,0,1,1,0,Orange on body - zapayo?,red poop,,
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:10,0:00,4,21.5,0.3,Overcast,YT,SM986,PAR,F,NA,8.97,7.06,5.15,27.06,13.71,11.56,18.97,60,13.83,U,NA,NA,1,A,0,0,1,1,0,brood patch,,,
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:10,0:00,4,21.5,0.3,Overcast,YT,SM987,PAR,F,NA,8.49,7.14,5.14,27.04,12.55,12.25,17.67,57,12.29,U,NA,NA,1,B,0,0,1,0,0,Juvenile,,,
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:10,0:00,4,21.5,0.3,Overcast,YT,SM988,PET,U,NA,9.47,NA,NA,30.48,NA,NA,18.31,65,11.75,U,NA,NA,1,A,0,0,1,1,0,Very big naris in both sides + groove,,,
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:10,0:00,4,21.5,0.3,Overcast,YT,SM989,FUL,F,NA,9.85,7.39,5.68,28.96,13.39,12.15,16.48,62,14.27,U,NA,NA,1,B,0,0,1,1,0,,,,
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:10,0:00,4,21.5,0.3,Overcast,YT,SM990,PET,M,NA,9.51,NA,NA,31.95,NA,NA,18.51,65,11.82,U,NA,NA,1,A,0,0,1,1,0,RECOVERED TOO - Missing 1 toe,POX: base of one foot,,
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:10,0:00,4,21.5,0.3,Overcast,YT,SM991,FUL,M,5,10,7.86,6.11,27.98,13.48,11.66,16.81,62,14.03,I,A,2.66,1,A,0,1,1,0,0,Juvenile,,,
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:10,0:00,4,21.5,0.3,Overcast,YT,SM992,PET,U,NA,9.51,NA,NA,30.57,NA,NA,18.78,61,11.11,U,NA,NA,1,A,0,0,1,0,0,,,,
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,6:20,10:10,0:00,4,21.5,0.3,Overcast,YT,SM993,FUL,F,NA,9.82,6.72,5.74,26.41,12.58,11.21,16.31,63,12.27,U,NA,NA,1,A,0,1,1,0,0,Juvenile,,,
